=======================================================================================
                            TOP-5000 САМЫХ ЧАСТЫХ СЛОВ
                            Сортировка: По_алфавиту
=======================================================================================

Режим: Все файлы
Файл: Папка SourceTexts
Дата: Dec 10 2025 15:20:06

-----------------------------------------------------------------------------------------------------------------------
  №   Слово                 Частота     Документы
2675   ночи                       12   voyna-i-mir-tom-1.txt
2676   ночь                       27   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2677   ночью                       4   voyna-i-mir-tom-1.txt
2678   ноября                      6   voyna-i-mir-tom-1.txt
2679   нравится                    3   voyna-i-mir-tom-1.txt
2680   ну                        168   voyna-i-mir-tom-1.txt
2681   нужен                       4   voyna-i-mir-tom-1.txt
2682   нужна                       3   voyna-i-mir-tom-1.txt
2683   нужно                      63   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2684   нужны                       6   voyna-i-mir-tom-1.txt
2685   нужные                      3   voyna-i-mir-tom-1.txt
2686   нужным                      8   voyna-i-mir-tom-1.txt
2687   нука                        9   voyna-i-mir-tom-1.txt
2688   ныне                        3   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2689   нынешний                    4   voyna-i-mir-tom-1.txt
2690   нынче                      43   voyna-i-mir-tom-1.txt
2691   о                         316   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2692   об                         61   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2693   оба                        25   voyna-i-mir-tom-1.txt
2694   обгоняя                     4   voyna-i-mir-tom-1.txt
2695   обдумывал                   3   voyna-i-mir-tom-1.txt
2696   обе                        15   voyna-i-mir-tom-1.txt
2697   обед                        3   voyna-i-mir-tom-1.txt
2698   обеда                      16   voyna-i-mir-tom-1.txt
2699   обедать                    11   voyna-i-mir-tom-1.txt
2700   обедом                      7   voyna-i-mir-tom-1.txt
2701   обеду                       3   voyna-i-mir-tom-1.txt
2702   обеим                       3   voyna-i-mir-tom-1.txt
2703   обеими                      7   voyna-i-mir-tom-1.txt
2704   обеих                       6   voyna-i-mir-tom-1.txt
2705   обернулся                   8   voyna-i-mir-tom-1.txt
2706   обещай                      3   voyna-i-mir-tom-1.txt
2707   обещайте                    4   voyna-i-mir-tom-1.txt
2708   обещал                      7   voyna-i-mir-tom-1.txt
2709   обещали                     3   voyna-i-mir-tom-1.txt
2710   облаками                    3   voyna-i-mir-tom-1.txt
2711   облокотившись               3   voyna-i-mir-tom-1.txt
2712   облокотился                 4   voyna-i-mir-tom-1.txt
2713   обман                       3   voyna-i-mir-tom-1.txt
2714   обмануть                   11   voyna-i-mir-tom-1.txt
2715   обнял                       6   voyna-i-mir-tom-1.txt
2716   обняла                      4   voyna-i-mir-tom-1.txt
2717   обо                        14   voyna-i-mir-tom-1.txt
2718   обозами                     3   voyna-i-mir-tom-1.txt
2719   обозов                      3   voyna-i-mir-tom-1.txt
2720   обозы                       5   voyna-i-mir-tom-1.txt
2721   обоих                       6   voyna-i-mir-tom-1.txt
2722   обойти                      5   voyna-i-mir-tom-1.txt
2723   обойтись                    3   voyna-i-mir-tom-1.txt
2724   образ                       4   voyna-i-mir-tom-1.txt
2725   образами                    3   voyna-i-mir-tom-1.txt
2726   образе                      3   voyna-i-mir-tom-1.txt
2727   образок                     8   voyna-i-mir-tom-1.txt
2728   образом                    12   voyna-i-mir-tom-1.txt
2729   обратившись                 3   voyna-i-mir-tom-1.txt
2730   обратилась                 18   voyna-i-mir-tom-1.txt
2731   обратились                  4   voyna-i-mir-tom-1.txt
2732   обратился                  59   voyna-i-mir-tom-1.txt
2733   обратить                    6   voyna-i-mir-tom-1.txt
2734   обратиться                  3   voyna-i-mir-tom-1.txt
2735   обратно                     4   voyna-i-mir-tom-1.txt
2736   обращался                   5   voyna-i-mir-tom-1.txt
2737   обращаться                  5   voyna-i-mir-tom-1.txt
2738   обращая                     9   voyna-i-mir-tom-1.txt
2739   обращаясь                  45   voyna-i-mir-tom-1.txt
2740   обращении                   3   voyna-i-mir-tom-1.txt
2741   обращения                   3   voyna-i-mir-tom-1.txt
2742   обстоятельства              3   voyna-i-mir-tom-1.txt
2743   обтирая                     3   voyna-i-mir-tom-1.txt
2744   обходя                      5   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
2745   общего                      4   voyna-i-mir-tom-1.txt
2746   общее                       3   voyna-i-mir-tom-1.txt
2747   общей                       4   voyna-i-mir-tom-1.txt
2748   общем                       6   voyna-i-mir-tom-1.txt
2749   общему                      3   voyna-i-mir-tom-1.txt
2750   общества                    9   voyna-i-mir-tom-1.txt
2751   обществе                    9   voyna-i-mir-tom-1.txt
2752   общество                   12   voyna-i-mir-tom-1.txt
2753   обществу                    5   voyna-i-mir-tom-1.txt
2754   общий                       8   voyna-i-mir-tom-1.txt
2755   общих                       3   voyna-i-mir-tom-1.txt
2756   объезжал                    3   voyna-i-mir-tom-1.txt
2757   объезжая                    4   voyna-i-mir-tom-1.txt
2758   объехать                    3   voyna-i-mir-tom-1.txt
2759   объявил                     3   voyna-i-mir-tom-1.txt
2760   объявлена                   3   voyna-i-mir-tom-1.txt
2761   объяснить                   3   voyna-i-mir-tom-1.txt
2762   обыкновенно                14   voyna-i-mir-tom-1.txt
2763   обыкновенного               5   voyna-i-mir-tom-1.txt
2764   обычное                     3   voyna-i-mir-tom-1.txt
2765   обязан                      5   voyna-i-mir-tom-1.txt
2766   обязанности                 7   voyna-i-mir-tom-1.txt
2767   обязанность                 3   voyna-i-mir-tom-1.txt
2768   овраг                       5   voyna-i-mir-tom-1.txt
2769   оглядев                     3   voyna-i-mir-tom-1.txt
2770   оглядел                     4   voyna-i-mir-tom-1.txt
2771   оглядывал                   3   voyna-i-mir-tom-1.txt
2772   оглядывалась                4   voyna-i-mir-tom-1.txt
2773   оглядывались                3   voyna-i-mir-tom-1.txt
2774   оглядывался                10   voyna-i-mir-tom-1.txt
2775   оглядываться                4   voyna-i-mir-tom-1.txt
2776   оглядывая                  12   voyna-i-mir-tom-1.txt
2777   оглядываясь                21   voyna-i-mir-tom-1.txt
2778   оглянувшись                 4   voyna-i-mir-tom-1.txt
2779   оглянул                     7   voyna-i-mir-tom-1.txt
2780   оглянулась                  5   voyna-i-mir-tom-1.txt
2781   оглянулись                  3   voyna-i-mir-tom-1.txt
2782   оглянулся                  29   voyna-i-mir-tom-1.txt
2783   огне                        3   voyna-i-mir-tom-1.txt
2784   огней                       4   voyna-i-mir-tom-1.txt
2785   огнем                       6   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt, Пушкин_Пророк.txt
2786   огни                       10   voyna-i-mir-tom-1.txt
2787   огня                        4   voyna-i-mir-tom-1.txt
2788   огонек                      4   voyna-i-mir-tom-1.txt
2789   огонь                      11   voyna-i-mir-tom-1.txt
2790   огромного                   7   voyna-i-mir-tom-1.txt
2791   огромное                    4   voyna-i-mir-tom-1.txt
2792   огромные                    4   voyna-i-mir-tom-1.txt
2793   огромный                   13   voyna-i-mir-tom-1.txt
2794   огромным                    8   voyna-i-mir-tom-1.txt
2795   одевшись                    4   voyna-i-mir-tom-1.txt
2796   одетые                      3   voyna-i-mir-tom-1.txt
2797   одеяло                      3   voyna-i-mir-tom-1.txt
2798   один                      110   voyna-i-mir-tom-1.txt
2799   одинаково                   7   voyna-i-mir-tom-1.txt
2800   одна                       51   voyna-i-mir-tom-1.txt
2801   однако                     28   voyna-i-mir-tom-1.txt
2802   одни                       13   voyna-i-mir-tom-1.txt
2803   одним                      16   voyna-i-mir-tom-1.txt
2804   одних                       7   voyna-i-mir-tom-1.txt
2805   одно                       58   voyna-i-mir-tom-1.txt
2806   одного                     50   voyna-i-mir-tom-1.txt
2807   одной                      31   voyna-i-mir-tom-1.txt
2808   одном                      15   voyna-i-mir-tom-1.txt
2809   одному                     13   voyna-i-mir-tom-1.txt
2810   одною                       8   voyna-i-mir-tom-1.txt
2811   одну                       16   voyna-i-mir-tom-1.txt
2812   одобрительно                4   voyna-i-mir-tom-1.txt
2813   одушевляясь                 3   voyna-i-mir-tom-1.txt
2814   оживление                   5   voyna-i-mir-tom-1.txt
2815   оживленно                   6   voyna-i-mir-tom-1.txt
2816   оживленного                 4   voyna-i-mir-tom-1.txt
2817   оживленное                  4   voyna-i-mir-tom-1.txt
2818   оживленные                  6   voyna-i-mir-tom-1.txt
2819   оживленный                  5   voyna-i-mir-tom-1.txt
2820   оживленным                  3   voyna-i-mir-tom-1.txt
2821   оживлялся                   3   voyna-i-mir-tom-1.txt
2822   оживляясь                   4   voyna-i-mir-tom-1.txt
2823   ожидает                     6   voyna-i-mir-tom-1.txt
2824   ожидала                     3   voyna-i-mir-tom-1.txt
