=======================================================================================
                            TOP-5000 САМЫХ ЧАСТЫХ СЛОВ
                            Сортировка: По_частоте
=======================================================================================

Режим: Все файлы
Файл: Папка SourceTexts
Дата: Dec 10 2025 15:20:06

-----------------------------------------------------------------------------------------------------------------------
  №   Слово                 Частота     Документы
2215   правый                      6   voyna-i-mir-tom-1.txt
2216   праздник                    6   voyna-i-mir-tom-1.txt
2217   преданность                 6   voyna-i-mir-tom-1.txt
2218   предполагали                6   voyna-i-mir-tom-1.txt
2219   представлялся               6   voyna-i-mir-tom-1.txt
2220   приезд                      6   voyna-i-mir-tom-1.txt
2221   приезда                     6   voyna-i-mir-tom-1.txt
2222   приехать                    6   voyna-i-mir-tom-1.txt
2223   признаюсь                   6   voyna-i-mir-tom-1.txt
2224   присоединился               6   voyna-i-mir-tom-1.txt
2225   пришла                      6   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2226   пробежала                   6   voyna-i-mir-tom-1.txt
2227   проехав                     6   voyna-i-mir-tom-1.txt
2228   проехали                    6   voyna-i-mir-tom-1.txt
2229   проехать                    6   voyna-i-mir-tom-1.txt
2230   пройдя                      6   voyna-i-mir-tom-1.txt
2231   прося                       6   voyna-i-mir-tom-1.txt
2232   пуль                        6   voyna-i-mir-tom-1.txt
2233   равнодушно                  6   voyna-i-mir-tom-1.txt
2234   разговаривая                6   voyna-i-mir-tom-1.txt
2235   разговоры                   6   voyna-i-mir-tom-1.txt
2236   рано                        6   voyna-i-mir-tom-1.txt
2237   распоряжения                6   voyna-i-mir-tom-1.txt
2238   рассеянно                   6   voyna-i-mir-tom-1.txt
2239   рассказы                    6   voyna-i-mir-tom-1.txt
2240   решился                     6   voyna-i-mir-tom-1.txt
2241   решиться                    6   voyna-i-mir-tom-1.txt
2242   ридикюль                    6   voyna-i-mir-tom-1.txt
2243   ростовым                    6   voyna-i-mir-tom-1.txt
2244   ростовых                    6   voyna-i-mir-tom-1.txt
2245   русскими                    6   voyna-i-mir-tom-1.txt
2246   ручки                       6   voyna-i-mir-tom-1.txt
2247   садитесь                    6   voyna-i-mir-tom-1.txt
2248   свидание                    6   voyna-i-mir-tom-1.txt
2249   свободу                     6   voyna-i-mir-tom-1.txt
2250   своя                        6   voyna-i-mir-tom-1.txt
2251   сделалось                   6   voyna-i-mir-tom-1.txt
2252   секунду                     6   voyna-i-mir-tom-1.txt
2253   семь                        6   voyna-i-mir-tom-1.txt
2254   сил                         6   voyna-i-mir-tom-1.txt
2255   сказав                      6   voyna-i-mir-tom-1.txt
2256   скакали                     6   voyna-i-mir-tom-1.txt
2257   скучно                      6   voyna-i-mir-tom-1.txt
2258   слабый                      6   voyna-i-mir-tom-1.txt
2259   славно                      6   voyna-i-mir-tom-1.txt
2260   слух                        6   voyna-i-mir-tom-1.txt
2261   слухи                       6   voyna-i-mir-tom-1.txt
2262   случай                      6   voyna-i-mir-tom-1.txt
2263   случая                      6   voyna-i-mir-tom-1.txt
2264   случаях                     6   voyna-i-mir-tom-1.txt
2265   слушали                     6   voyna-i-mir-tom-1.txt
2266   слышалась                   6   voyna-i-mir-tom-1.txt
2267   слышнее                     6   voyna-i-mir-tom-1.txt
2268   смехом                      6   voyna-i-mir-tom-1.txt
2269   смотр                       6   voyna-i-mir-tom-1.txt
2270   смотрите                    6   voyna-i-mir-tom-1.txt
2271   собеседника                 6   voyna-i-mir-tom-1.txt
2272   совета                      6   voyna-i-mir-tom-1.txt
2273   соединение                  6   voyna-i-mir-tom-1.txt
2274   солнца                      6   voyna-i-mir-tom-1.txt
2275   сопутствуемый               6   voyna-i-mir-tom-1.txt
2276   составляли                  6   voyna-i-mir-tom-1.txt
2277   справедливо                 6   voyna-i-mir-tom-1.txt
2278   спрашиваю                   6   voyna-i-mir-tom-1.txt
2279   стакан                      6   voyna-i-mir-tom-1.txt
2280   становились                 6   voyna-i-mir-tom-1.txt
2281   старательно                 6   voyna-i-mir-tom-1.txt
2282   старая                      6   voyna-i-mir-tom-1.txt
2283   стоило                      6   voyna-i-mir-tom-1.txt
2284   стоны                       6   voyna-i-mir-tom-1.txt
2285   страдания                   6   voyna-i-mir-tom-1.txt
2286   страхом                     6   voyna-i-mir-tom-1.txt
2287   стрелки                     6   voyna-i-mir-tom-1.txt
2288   суворов                     6   voyna-i-mir-tom-1.txt
2289   судить                      6   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2290   считал                      6   voyna-i-mir-tom-1.txt
2291   такими                      6   voyna-i-mir-tom-1.txt
2292   такт                        6   voyna-i-mir-tom-1.txt
2293   такто                       6   voyna-i-mir-tom-1.txt
2294   твердо                      6   voyna-i-mir-tom-1.txt
2295   тела                        6   voyna-i-mir-tom-1.txt
2296   теми                        6   voyna-i-mir-tom-1.txt
2297   тимохин                     6   voyna-i-mir-tom-1.txt
2298   тит                         6   voyna-i-mir-tom-1.txt
2299   топот                       6   voyna-i-mir-tom-1.txt
2300   торжественно                6   voyna-i-mir-tom-1.txt
2301   требовал                    6   voyna-i-mir-tom-1.txt
2302   третье                      6   voyna-i-mir-tom-1.txt
2303   трех                        6   voyna-i-mir-tom-1.txt
2304   тронулся                    6   voyna-i-mir-tom-1.txt
2305   тысячи                      6   voyna-i-mir-tom-1.txt
2306   уважения                    6   voyna-i-mir-tom-1.txt
2307   угол                        6   voyna-i-mir-tom-1.txt
2308   удар                        6   voyna-i-mir-tom-1.txt
2309   удержаться                  6   voyna-i-mir-tom-1.txt
2310   удивлением                  6   voyna-i-mir-tom-1.txt
2311   узнаю                       6   voyna-i-mir-tom-1.txt
2312   улыбался                    6   voyna-i-mir-tom-1.txt
2313   улыбки                      6   voyna-i-mir-tom-1.txt
2314   упало                       6   voyna-i-mir-tom-1.txt
2315   усиками                     6   voyna-i-mir-tom-1.txt
2316   усмехнулся                  6   voyna-i-mir-tom-1.txt
2317   успели                      6   voyna-i-mir-tom-1.txt
2318   участие                     6   voyna-i-mir-tom-1.txt
2319   ушел                        6   voyna-i-mir-tom-1.txt
2320   фигуру                      6   voyna-i-mir-tom-1.txt
2321   холодно                     6   voyna-i-mir-tom-1.txt
2322   холодным                    6   voyna-i-mir-tom-1.txt
2323   центр                       6   voyna-i-mir-tom-1.txt
2324   цепь                        6   voyna-i-mir-tom-1.txt
2325   частью                      6   voyna-i-mir-tom-1.txt
2326   чегонибудь                  6   voyna-i-mir-tom-1.txt
2327   чести                       6   voyna-i-mir-tom-1.txt
2328   читала                      6   voyna-i-mir-tom-1.txt
2329   чувствую                    6   voyna-i-mir-tom-1.txt
2330   шею                         6   voyna-i-mir-tom-1.txt
2331   шпорами                     6   voyna-i-mir-tom-1.txt
2332   штаб                        6   voyna-i-mir-tom-1.txt
2333   шутить                      6   voyna-i-mir-tom-1.txt
2334   щеку                        6   voyna-i-mir-tom-1.txt
2335   этото                       6   voyna-i-mir-tom-1.txt
2336   юноша                       6   voyna-i-mir-tom-1.txt
2337   явился                      6   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
2338   000                         5   voyna-i-mir-tom-1.txt
2339   10                          5   voyna-i-mir-tom-1.txt
2340   20                          5   voyna-i-mir-tom-1.txt
2341   adieu                       5   voyna-i-mir-tom-1.txt
2342   aime                        5   voyna-i-mir-tom-1.txt
2343   allez                       5   voyna-i-mir-tom-1.txt
2344   allons                      5   voyna-i-mir-tom-1.txt
2345   apraksine                   5   voyna-i-mir-tom-1.txt
2346   attendez                    5   voyna-i-mir-tom-1.txt
2347   aux                         5   voyna-i-mir-tom-1.txt
2348   belle                       5   voyna-i-mir-tom-1.txt
2349   dem                         5   voyna-i-mir-tom-1.txt
2350   den                         5   voyna-i-mir-tom-1.txt
2351   der                         5   voyna-i-mir-tom-1.txt
2352   deux                        5   voyna-i-mir-tom-1.txt
2353   divin                       5   voyna-i-mir-tom-1.txt
2354   donc                        5   voyna-i-mir-tom-1.txt
2355   eh                          5   voyna-i-mir-tom-1.txt
2356   elle                        5   voyna-i-mir-tom-1.txt
2357   enfant                      5   voyna-i-mir-tom-1.txt
2358   eu                          5   voyna-i-mir-tom-1.txt
2359   font                        5   voyna-i-mir-tom-1.txt
2360   general                     5   voyna-i-mir-tom-1.txt
2361   lamour                      5   voyna-i-mir-tom-1.txt
2362   larmee                      5   voyna-i-mir-tom-1.txt
2363   lettre                      5   voyna-i-mir-tom-1.txt
2364   mal                         5   voyna-i-mir-tom-1.txt
2365   mit                         5   voyna-i-mir-tom-1.txt
2366   moins                       5   voyna-i-mir-tom-1.txt
2367   monde                       5   voyna-i-mir-tom-1.txt
2368   moscou                      5   voyna-i-mir-tom-1.txt
2369   nicolas                     5   voyna-i-mir-tom-1.txt
2370   ont                         5   voyna-i-mir-tom-1.txt
2371   petersbourg                 5   voyna-i-mir-tom-1.txt
2372   peur                        5   voyna-i-mir-tom-1.txt
2373   quelque                     5   voyna-i-mir-tom-1.txt
2374   sais                        5   voyna-i-mir-tom-1.txt
2375   v                           5   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2376   xv                          5   voyna-i-mir-tom-1.txt
2377   xvii                        5   voyna-i-mir-tom-1.txt
2378   адъютантами                 5   voyna-i-mir-tom-1.txt
2379   анекдот                     5   voyna-i-mir-tom-1.txt
2380   анною                       5   voyna-i-mir-tom-1.txt
2381   артиллерия                  5   voyna-i-mir-tom-1.txt
2382   ауэрсперг                   5   voyna-i-mir-tom-1.txt
2383   батарея                     5   voyna-i-mir-tom-1.txt
2384   бедной                      5   voyna-i-mir-tom-1.txt
2385   безухим                     5   voyna-i-mir-tom-1.txt
2386   белым                       5   voyna-i-mir-tom-1.txt
2387   берга                       5   voyna-i-mir-tom-1.txt
2388   бергом                      5   voyna-i-mir-tom-1.txt
2389   бил                         5   voyna-i-mir-tom-1.txt
2390   били                        5   voyna-i-mir-tom-1.txt
2391   бить                        5   voyna-i-mir-tom-1.txt
2392   бледный                     5   voyna-i-mir-tom-1.txt
2393   блеск                       5   voyna-i-mir-tom-1.txt
2394   блестели                    5   voyna-i-mir-tom-1.txt
2395   блестящие                   5   voyna-i-mir-tom-1.txt
2396   близость                    5   voyna-i-mir-tom-1.txt
2397   бойко                       5   voyna-i-mir-tom-1.txt
2398   больной                     5   voyna-i-mir-tom-1.txt
2399   больших                     5   voyna-i-mir-tom-1.txt
2400   большом                     5   voyna-i-mir-tom-1.txt
2401   бонапарт                    5   voyna-i-mir-tom-1.txt
2402   братец                      5   voyna-i-mir-tom-1.txt
2403   бровями                     5   voyna-i-mir-tom-1.txt
2404   бросилась                   5   voyna-i-mir-tom-1.txt
2405   брюнне                      5   voyna-i-mir-tom-1.txt
2406   бумагу                      5   voyna-i-mir-tom-1.txt
2407   бутылкой                    5   voyna-i-mir-tom-1.txt
2408   бывало                      5   voyna-i-mir-tom-1.txt
2409   бывают                      5   voyna-i-mir-tom-1.txt
2410   бывшего                     5   voyna-i-mir-tom-1.txt
2411   бывшие                      5   voyna-i-mir-tom-1.txt
2412   быстрые                     5   voyna-i-mir-tom-1.txt
2413   быстрыми                    5   voyna-i-mir-tom-1.txt
2414   важно                       5   voyna-i-mir-tom-1.txt
2415   важность                    5   voyna-i-mir-tom-1.txt
2416   василию                     5   voyna-i-mir-tom-1.txt
2417   вашему                      5   voyna-i-mir-tom-1.txt
2418   вглядывался                 5   voyna-i-mir-tom-1.txt
2419   вейротеру                   5   voyna-i-mir-tom-1.txt
2420   великое                     5   voyna-i-mir-tom-1.txt
2421   величества                  5   voyna-i-mir-tom-1.txt
2422   вере                        5   voyna-i-mir-tom-1.txt
2423   вечере                      5   voyna-i-mir-tom-1.txt
2424   взгляде                     5   voyna-i-mir-tom-1.txt
2425   вздохнув                    5   voyna-i-mir-tom-1.txt
2426   вздохнула                   5   voyna-i-mir-tom-1.txt
2427   вздыхая                     5   voyna-i-mir-tom-1.txt
2428   видала                      5   voyna-i-mir-tom-1.txt
2429   видали                      5   voyna-i-mir-tom-1.txt
2430   видит                       5   voyna-i-mir-tom-1.txt
2431   виднелся                    5   voyna-i-mir-tom-1.txt
2432   вино                        5   voyna-i-mir-tom-1.txt
2433   власть                      5   voyna-i-mir-tom-1.txt
2434   воды                        5   voyna-i-mir-tom-1.txt
2435   воздух                      5   voyna-i-mir-tom-1.txt
2436   возьмите                    5   voyna-i-mir-tom-1.txt
2437   волнение                    5   voyna-i-mir-tom-1.txt
2438   волю                        5   voyna-i-mir-tom-1.txt
2439   воспоминаний                5   voyna-i-mir-tom-1.txt
2440   воспоминания                5   voyna-i-mir-tom-1.txt
2441   всадников                   5   voyna-i-mir-tom-1.txt
2442   вследствие                  5   voyna-i-mir-tom-1.txt
2443   встали                      5   voyna-i-mir-tom-1.txt
2444   встать                      5   voyna-i-mir-tom-1.txt
2445   вступить                    5   voyna-i-mir-tom-1.txt
2446   выбежал                     5   voyna-i-mir-tom-1.txt
2447   выговором                   5   voyna-i-mir-tom-1.txt
2448   выехав                      5   voyna-i-mir-tom-1.txt
2449   выйдет                      5   voyna-i-mir-tom-1.txt
2450   вынул                       5   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
2451   выражая                     5   voyna-i-mir-tom-1.txt
2452   высоты                      5   voyna-i-mir-tom-1.txt
2453   выстрелы                    5   voyna-i-mir-tom-1.txt
2454   выступили                   5   voyna-i-mir-tom-1.txt
2455   выхода                      5   voyna-i-mir-tom-1.txt
2456   выходили                    5   voyna-i-mir-tom-1.txt
2457   г                           5   voyna-i-mir-tom-1.txt
2458   гвардии                     5   voyna-i-mir-tom-1.txt
2459   гденибудь                   5   voyna-i-mir-tom-1.txt
2460   генералом                   5   voyna-i-mir-tom-1.txt
2461   герой                       5   voyna-i-mir-tom-1.txt
2462   главную                     5   voyna-i-mir-tom-1.txt
2463   глазам                      5   voyna-i-mir-tom-1.txt
2464   глазом                      5   voyna-i-mir-tom-1.txt
2465   глупа                       5   voyna-i-mir-tom-1.txt
2466   говорится                   5   voyna-i-mir-tom-1.txt
2467   голубыми                    5   voyna-i-mir-tom-1.txt
2468   горя                        5   voyna-i-mir-tom-1.txt
2469   господ                      5   voyna-i-mir-tom-1.txt
2470   гостиных                    5   voyna-i-mir-tom-1.txt
2471   государи                    5   voyna-i-mir-tom-1.txt
2472   грачик                      5   voyna-i-mir-tom-1.txt
2473   грех                        5   voyna-i-mir-tom-1.txt
2474   грусти                      5   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2475   грустью                     5   voyna-i-mir-tom-1.txt
2476   гул                         5   voyna-i-mir-tom-1.txt
2477   гусарского                  5   voyna-i-mir-tom-1.txt
2478   гусару                      5   voyna-i-mir-tom-1.txt
2479   давай                       5   voyna-i-mir-tom-1.txt
2480   дальний                     5   voyna-i-mir-tom-1.txt
2481   даму                        5   voyna-i-mir-tom-1.txt
2482   движении                    5   voyna-i-mir-tom-1.txt
2483   дворе                       5   voyna-i-mir-tom-1.txt
2484   дворец                      5   voyna-i-mir-tom-1.txt
2485   девочка                     5   voyna-i-mir-tom-1.txt
2486   действовать                 5   voyna-i-mir-tom-1.txt
2487   делом                       5   voyna-i-mir-tom-1.txt
2488   делу                        5   voyna-i-mir-tom-1.txt
2489   денисову                    5   voyna-i-mir-tom-1.txt
2490   десяти                      5   voyna-i-mir-tom-1.txt
2491   диванной                    5   voyna-i-mir-tom-1.txt
2492   диспозиции                  5   voyna-i-mir-tom-1.txt
2493   длинными                    5   voyna-i-mir-tom-1.txt
2494   дни                         5   voyna-i-mir-tom-1.txt
2495   доброе                      5   voyna-i-mir-tom-1.txt
2496   доказывал                   5   voyna-i-mir-tom-1.txt
2497   долгорукова                 5   voyna-i-mir-tom-1.txt
2498   дорогая                     5   voyna-i-mir-tom-1.txt
2499   достаточно                  5   voyna-i-mir-tom-1.txt
2500   дрались                     5   voyna-i-mir-tom-1.txt
2501   дрожащим                    5   voyna-i-mir-tom-1.txt
2502   дура                        5   voyna-i-mir-tom-1.txt
2503   дурное                      5   voyna-i-mir-tom-1.txt
2504   дымом                       5   voyna-i-mir-tom-1.txt
2505   едем                        5   voyna-i-mir-tom-1.txt
2506   еду                         5   voyna-i-mir-tom-1.txt
2507   естественно                 5   voyna-i-mir-tom-1.txt
2508   ждал                        5   voyna-i-mir-tom-1.txt
2509   женись                      5   voyna-i-mir-tom-1.txt
2510   женить                      5   voyna-i-mir-tom-1.txt
2511   живет                       5   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2512   жизнью                      5   voyna-i-mir-tom-1.txt
2513   заговорили                  5   voyna-i-mir-tom-1.txt
2514   задумчиво                   5   voyna-i-mir-tom-1.txt
2515   зажгут                      5   voyna-i-mir-tom-1.txt
2516   заключил                    5   voyna-i-mir-tom-1.txt
2517   заметить                    5   voyna-i-mir-tom-1.txt
2518   замечал                     5   voyna-i-mir-tom-1.txt
2519   занята                      5   voyna-i-mir-tom-1.txt
2520   засмеялась                  5   voyna-i-mir-tom-1.txt
2521   зашел                       5   voyna-i-mir-tom-1.txt
2522   защищает                    5   voyna-i-mir-tom-1.txt
2523   здравствуйте                5   voyna-i-mir-tom-1.txt
2524   земли                       5   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt, Пушкин_Пророк.txt
2525   знакомых                    5   voyna-i-mir-tom-1.txt
2526   значение                    5   voyna-i-mir-tom-1.txt
2527   значило                     5   voyna-i-mir-tom-1.txt
2528   играл                       5   voyna-i-mir-tom-1.txt
2529   играли                      5   voyna-i-mir-tom-1.txt
2530   известия                    5   voyna-i-mir-tom-1.txt
2531   имели                       5   voyna-i-mir-tom-1.txt
2532   имею                        5   voyna-i-mir-tom-1.txt
2533   имеют                       5   voyna-i-mir-tom-1.txt
2534   интерес                     5   voyna-i-mir-tom-1.txt
2535   интересы                    5   voyna-i-mir-tom-1.txt
2536   искренно                    5   voyna-i-mir-tom-1.txt
2537   исполнение                  5   voyna-i-mir-tom-1.txt
2538   испуганным                  5   voyna-i-mir-tom-1.txt
2539   испуганными                 5   voyna-i-mir-tom-1.txt
2540   испытывая                   5   voyna-i-mir-tom-1.txt
2541   кабинете                    5   voyna-i-mir-tom-1.txt
2542   каждого                     5   voyna-i-mir-tom-1.txt
2543   какаято                     5   voyna-i-mir-tom-1.txt
2544   какието                     5   voyna-i-mir-tom-1.txt
2545   какую                       5   voyna-i-mir-tom-1.txt
2546   кареты                      5   voyna-i-mir-tom-1.txt
2547   квартального                5   voyna-i-mir-tom-1.txt
2548   квартиру                    5   voyna-i-mir-tom-1.txt
2549   кем                         5   voyna-i-mir-tom-1.txt
2550   клавикордах                 5   voyna-i-mir-tom-1.txt
2551   княгиней                    5   voyna-i-mir-tom-1.txt
2552   когдато                     5   voyna-i-mir-tom-1.txt
2553   коляске                     5   voyna-i-mir-tom-1.txt
2554   коляски                     5   voyna-i-mir-tom-1.txt
2555   команда                     5   voyna-i-mir-tom-1.txt
2556   командиры                   5   voyna-i-mir-tom-1.txt
2557   кончена                     5   voyna-i-mir-tom-1.txt
2558   кончился                    5   voyna-i-mir-tom-1.txt
2559   кончится                    5   voyna-i-mir-tom-1.txt
2560   коридору                    5   voyna-i-mir-tom-1.txt
2561   корнет                      5   voyna-i-mir-tom-1.txt
2562   которыми                    5   voyna-i-mir-tom-1.txt
2563   красными                    5   voyna-i-mir-tom-1.txt
2564   кресла                      5   voyna-i-mir-tom-1.txt
2565   крови                       5   voyna-i-mir-tom-1.txt
2566   крыльцо                     5   voyna-i-mir-tom-1.txt
2567   крыльцу                     5   voyna-i-mir-tom-1.txt
2568   лакея                       5   voyna-i-mir-tom-1.txt
2569   левом                       5   voyna-i-mir-tom-1.txt
2570   левый                       5   voyna-i-mir-tom-1.txt
2571   левым                       5   voyna-i-mir-tom-1.txt
2572   лесом                       5   voyna-i-mir-tom-1.txt
2573   лорнет                      5   voyna-i-mir-tom-1.txt
2574   лошадью                     5   voyna-i-mir-tom-1.txt
2575   лощину                      5   voyna-i-mir-tom-1.txt
2576   лучших                      5   voyna-i-mir-tom-1.txt
2577   любезный                    5   voyna-i-mir-tom-1.txt
2578   любила                      5   voyna-i-mir-tom-1.txt
2579   любят                       5   voyna-i-mir-tom-1.txt
2580   малейших                    5   voyna-i-mir-tom-1.txt
2581   маленькою                   5   voyna-i-mir-tom-1.txt
2582   мама                        5   voyna-i-mir-tom-1.txt
2583   маменька                    5   voyna-i-mir-tom-1.txt
2584   манера                      5   voyna-i-mir-tom-1.txt
2585   меньшая                     5   voyna-i-mir-tom-1.txt
2586   местам                      5   voyna-i-mir-tom-1.txt
2587   мила                        5   voyna-i-mir-tom-1.txt
2588   мило                        5   voyna-i-mir-tom-1.txt
2589   мира                        5   voyna-i-mir-tom-1.txt
2590   моем                        5   voyna-i-mir-tom-1.txt
2591   можешь                      5   voyna-i-mir-tom-1.txt
2592   молодая                     5   voyna-i-mir-tom-1.txt
2593   молодец                     5   voyna-i-mir-tom-1.txt
2594   молодость                   5   voyna-i-mir-tom-1.txt
2595   молчать                     5   voyna-i-mir-tom-1.txt
2596   моро                        5   voyna-i-mir-tom-1.txt
2597   москва                      5   voyna-i-mir-tom-1.txt
2598   мостом                      5   voyna-i-mir-tom-1.txt
2599   мраке                       5   voyna-i-mir-tom-1.txt
2600   мужем                       5   voyna-i-mir-tom-1.txt
2601   нагнулась                   5   voyna-i-mir-tom-1.txt
2602   надежды                     5   voyna-i-mir-tom-1.txt
2603   надеялся                    5   voyna-i-mir-tom-1.txt
2604   наедине                     5   voyna-i-mir-tom-1.txt
2605   найдет                      5   voyna-i-mir-tom-1.txt
2606   намерен                     5   voyna-i-mir-tom-1.txt
2607   народ                       5   voyna-i-mir-tom-1.txt
2608   насилу                      5   voyna-i-mir-tom-1.txt
2609   насмешки                    5   voyna-i-mir-tom-1.txt
2610   наступила                   5   voyna-i-mir-tom-1.txt
2611   наташе                      5   voyna-i-mir-tom-1.txt
2612   находил                     5   voyna-i-mir-tom-1.txt
2613   начале                      5   voyna-i-mir-tom-1.txt
2614   начали                      5   voyna-i-mir-tom-1.txt
2615   начальники                  5   voyna-i-mir-tom-1.txt
2616   начать                      5   voyna-i-mir-tom-1.txt
2617   нашему                      5   voyna-i-mir-tom-1.txt
2618   небрежно                    5   voyna-i-mir-tom-1.txt
2619   неизвестно                  5   voyna-i-mir-tom-1.txt
2620   немцев                      5   voyna-i-mir-tom-1.txt
2621   неохотно                    5   voyna-i-mir-tom-1.txt
2622   неприлично                  5   voyna-i-mir-tom-1.txt
2623   неприятельской              5   voyna-i-mir-tom-1.txt
2624   неприятное                  5   voyna-i-mir-tom-1.txt
2625   неторопливо                 5   voyna-i-mir-tom-1.txt
2626   нечаянно                    5   voyna-i-mir-tom-1.txt
2627   никаких                     5   voyna-i-mir-tom-1.txt
2628   николаем                    5   voyna-i-mir-tom-1.txt
2629   ничто                       5   voyna-i-mir-tom-1.txt
2630   новый                       5   voyna-i-mir-tom-1.txt
2631   нога                        5   voyna-i-mir-tom-1.txt
2632   обозы                       5   voyna-i-mir-tom-1.txt
2633   обойти                      5   voyna-i-mir-tom-1.txt
2634   обращался                   5   voyna-i-mir-tom-1.txt
2635   обращаться                  5   voyna-i-mir-tom-1.txt
2636   обходя                      5   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
2637   обществу                    5   voyna-i-mir-tom-1.txt
2638   обыкновенного               5   voyna-i-mir-tom-1.txt
2639   обязан                      5   voyna-i-mir-tom-1.txt
2640   овраг                       5   voyna-i-mir-tom-1.txt
2641   оглянулась                  5   voyna-i-mir-tom-1.txt
2642   оживление                   5   voyna-i-mir-tom-1.txt
2643   оживленный                  5   voyna-i-mir-tom-1.txt
2644   ожидания                    5   voyna-i-mir-tom-1.txt
2645   оправила                    5   voyna-i-mir-tom-1.txt
2646   оправляя                    5   voyna-i-mir-tom-1.txt
2647   опуская                     5   voyna-i-mir-tom-1.txt
2648   ответить                    5   voyna-i-mir-tom-1.txt
2649   отдохнуть                   5   voyna-i-mir-tom-1.txt
2650   откуда                      5   voyna-i-mir-tom-1.txt
2651   отрывисто                   5   voyna-i-mir-tom-1.txt
2652   отступление                 5   voyna-i-mir-tom-1.txt
2653   отталкивая                  5   voyna-i-mir-tom-1.txt
2654   отце                        5   voyna-i-mir-tom-1.txt
2655   отчаянным                   5   voyna-i-mir-tom-1.txt
2656   офицерам                    5   voyna-i-mir-tom-1.txt
2657   официанты                   5   voyna-i-mir-tom-1.txt
2658   ох                          5   voyna-i-mir-tom-1.txt
2659   охотно                      5   voyna-i-mir-tom-1.txt
2660   павлоградского              5   voyna-i-mir-tom-1.txt
2661   париже                      5   voyna-i-mir-tom-1.txt
2662   первая                      5   voyna-i-mir-tom-1.txt
2663   первых                      5   voyna-i-mir-tom-1.txt
2664   перейдя                     5   voyna-i-mir-tom-1.txt
2665   перешли                     5   voyna-i-mir-tom-1.txt
2666   перешло                     5   voyna-i-mir-tom-1.txt
2667   петр                        5   voyna-i-mir-tom-1.txt
2668   пехотные                    5   voyna-i-mir-tom-1.txt
2669   пехотой                     5   voyna-i-mir-tom-1.txt
2670   пешком                      5   voyna-i-mir-tom-1.txt
2671   письме                      5   voyna-i-mir-tom-1.txt
2672   плеч                        5   voyna-i-mir-tom-1.txt
2673   победой                     5   voyna-i-mir-tom-1.txt
2674   победы                      5   voyna-i-mir-tom-1.txt
2675   повернул                    5   voyna-i-mir-tom-1.txt
2676   повозка                     5   voyna-i-mir-tom-1.txt
2677   поднять                     5   voyna-i-mir-tom-1.txt
2678   подойдя                     5   voyna-i-mir-tom-1.txt
2679   подробно                    5   voyna-i-mir-tom-1.txt
2680   подъехав                    5   voyna-i-mir-tom-1.txt
2681   подъехали                   5   voyna-i-mir-tom-1.txt
2682   пойдемте                    5   voyna-i-mir-tom-1.txt
2683   покажу                      5   voyna-i-mir-tom-1.txt
2684   полком                      5   voyna-i-mir-tom-1.txt
2685   полную                      5   voyna-i-mir-tom-1.txt
2686   положил                     5   voyna-i-mir-tom-1.txt
2687   полчаса                     5   voyna-i-mir-tom-1.txt
2688   пользу                      5   voyna-i-mir-tom-1.txt
2689   польше                      5   voyna-i-mir-tom-1.txt
2690   помогать                    5   voyna-i-mir-tom-1.txt
2691   помолчав                    5   voyna-i-mir-tom-1.txt
2692   помочь                      5   voyna-i-mir-tom-1.txt
2693   понравился                  5   voyna-i-mir-tom-1.txt
2694   поняла                      5   voyna-i-mir-tom-1.txt
2695   пороге                      5   voyna-i-mir-tom-1.txt
2696   порядке                     5   voyna-i-mir-tom-1.txt
2697   порядок                     5   voyna-i-mir-tom-1.txt
2698   последней                   5   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2699   послушайте                  5   voyna-i-mir-tom-1.txt
2700   посмотреть                  5   voyna-i-mir-tom-1.txt
2701   походе                      5   voyna-i-mir-tom-1.txt
2702   поцеловать                  5   voyna-i-mir-tom-1.txt
2703   почувствовала               5   voyna-i-mir-tom-1.txt
2704   правую                      5   voyna-i-mir-tom-1.txt
2705   предложил                   5   voyna-i-mir-tom-1.txt
2706   предполагать                5   voyna-i-mir-tom-1.txt
2707   представлял                 5   voyna-i-mir-tom-1.txt
2708   предупредить                5   voyna-i-mir-tom-1.txt
2709   прекрасная                  5   voyna-i-mir-tom-1.txt
2710   привести                    5   voyna-i-mir-tom-1.txt
2711   приглашая                   5   voyna-i-mir-tom-1.txt
2712   приговаривал                5   voyna-i-mir-tom-1.txt
2713   приемной                    5   voyna-i-mir-tom-1.txt
2714   приехали                    5   voyna-i-mir-tom-1.txt
2715   призвание                   5   voyna-i-mir-tom-1.txt
2716   приказа                     5   voyna-i-mir-tom-1.txt
2717   приказано                   5   voyna-i-mir-tom-1.txt
2718   принимать                   5   voyna-i-mir-tom-1.txt
2719   приняло                     5   voyna-i-mir-tom-1.txt
2720   присутствии                 5   voyna-i-mir-tom-1.txt
