=======================================================================================
                            TOP-5000 САМЫХ ЧАСТЫХ СЛОВ
                            Сортировка: По_частоте
=======================================================================================

Режим: Все файлы
Файл: Папка SourceTexts
Дата: Dec 10 2025 15:20:06

-----------------------------------------------------------------------------------------------------------------------
  №   Слово                 Частота     Документы
455   три                        30   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
456   андрею                     29   voyna-i-mir-tom-1.txt
457   говорит                    29   voyna-i-mir-tom-1.txt
458   желая                      29   voyna-i-mir-tom-1.txt
459   наш                        29   voyna-i-mir-tom-1.txt
460   оглянулся                  29   voyna-i-mir-tom-1.txt
461   положение                  29   voyna-i-mir-tom-1.txt
462   понял                      29   voyna-i-mir-tom-1.txt
463   сделал                     29   voyna-i-mir-tom-1.txt
464   сердито                    29   voyna-i-mir-tom-1.txt
465   стали                      29   voyna-i-mir-tom-1.txt
466   ясно                       29   voyna-i-mir-tom-1.txt
467   votre                      28   voyna-i-mir-tom-1.txt
468   багратиона                 28   voyna-i-mir-tom-1.txt
469   буду                       28   voyna-i-mir-tom-1.txt
470   долго                      28   voyna-i-mir-tom-1.txt
471   дома                       28   voyna-i-mir-tom-1.txt
472   каждый                     28   voyna-i-mir-tom-1.txt
473   лошадей                    28   voyna-i-mir-tom-1.txt
474   молодого                   28   voyna-i-mir-tom-1.txt
475   невольно                   28   voyna-i-mir-tom-1.txt
476   однако                     28   voyna-i-mir-tom-1.txt
477   оно                        28   voyna-i-mir-tom-1.txt
478   полка                      28   voyna-i-mir-tom-1.txt
479   свете                      28   voyna-i-mir-tom-1.txt
480   своему                     28   voyna-i-mir-tom-1.txt
481   старик                     28   voyna-i-mir-tom-1.txt
482   сторону                    28   voyna-i-mir-tom-1.txt
483   увидав                     28   voyna-i-mir-tom-1.txt
484   шел                        28   voyna-i-mir-tom-1.txt
485   bien                       27   voyna-i-mir-tom-1.txt
486   prince                     27   voyna-i-mir-tom-1.txt
487   армию                      27   voyna-i-mir-tom-1.txt
488   действительно              27   voyna-i-mir-tom-1.txt
489   деле                       27   voyna-i-mir-tom-1.txt
490   денисова                   27   voyna-i-mir-tom-1.txt
491   должно                     27   voyna-i-mir-tom-1.txt
492   минуты                     27   voyna-i-mir-tom-1.txt
493   могли                      27   voyna-i-mir-tom-1.txt
494   ноги                       27   voyna-i-mir-tom-1.txt
495   ночь                       27   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
496   офицера                    27   voyna-i-mir-tom-1.txt
497   пор                        27   voyna-i-mir-tom-1.txt
498   рад                        27   voyna-i-mir-tom-1.txt
499   слезы                      27   voyna-i-mir-tom-1.txt
500   стороны                    27   voyna-i-mir-tom-1.txt
501   такие                      27   voyna-i-mir-tom-1.txt
502   точно                      27   voyna-i-mir-tom-1.txt
503   хотите                     27   voyna-i-mir-tom-1.txt
504   хоть                       27   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
505   часто                      27   voyna-i-mir-tom-1.txt
506   en                         26   voyna-i-mir-tom-1.txt
507   берг                       26   voyna-i-mir-tom-1.txt
508   ближе                      26   voyna-i-mir-tom-1.txt
509   вечера                     26   voyna-i-mir-tom-1.txt
510   генералу                   26   voyna-i-mir-tom-1.txt
511   далеко                     26   voyna-i-mir-tom-1.txt
512   долгоруков                 26   voyna-i-mir-tom-1.txt
513   женщины                    26   voyna-i-mir-tom-1.txt
514   какое                      26   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
515   кого                       26   voyna-i-mir-tom-1.txt
516   коли                       26   voyna-i-mir-tom-1.txt
517   кутузову                   26   voyna-i-mir-tom-1.txt
518   отчего                     26   voyna-i-mir-tom-1.txt
519   офицеры                    26   voyna-i-mir-tom-1.txt
520   понимаю                    26   voyna-i-mir-tom-1.txt
521   сколько                    26   voyna-i-mir-tom-1.txt
522   слышал                     26   voyna-i-mir-tom-1.txt
523   та                         26   voyna-i-mir-tom-1.txt
524   тихо                       26   voyna-i-mir-tom-1.txt
525   этому                      26   voyna-i-mir-tom-1.txt
526   анатоля                    25   voyna-i-mir-tom-1.txt
527   батюшка                    25   voyna-i-mir-tom-1.txt
528   брат                       25   voyna-i-mir-tom-1.txt
529   василья                    25   voyna-i-mir-tom-1.txt
530   вокруг                     25   voyna-i-mir-tom-1.txt
531   дать                       25   voyna-i-mir-tom-1.txt
532   дороге                     25   voyna-i-mir-tom-1.txt
533   дорогу                     25   voyna-i-mir-tom-1.txt
534   жерков                     25   voyna-i-mir-tom-1.txt
535   имел                       25   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
536   наших                      25   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
537   оба                        25   voyna-i-mir-tom-1.txt
538   приехал                    25   voyna-i-mir-tom-1.txt
539   tres                       24   voyna-i-mir-tom-1.txt
540   армия                      24   voyna-i-mir-tom-1.txt
541   близко                     24   voyna-i-mir-tom-1.txt
542   болконского                24   voyna-i-mir-tom-1.txt
543   василия                    24   voyna-i-mir-tom-1.txt
544   верно                      24   voyna-i-mir-tom-1.txt
545   вопрос                     24   voyna-i-mir-tom-1.txt
546   вошел                      24   voyna-i-mir-tom-1.txt
547   едва                       24   voyna-i-mir-tom-1.txt
548   ехать                      24   voyna-i-mir-tom-1.txt
549   заметил                    24   voyna-i-mir-tom-1.txt
550   какой                      24   voyna-i-mir-tom-1.txt
551   наши                       24   voyna-i-mir-tom-1.txt
552   офицеров                   24   voyna-i-mir-tom-1.txt
553   подъехал                   24   voyna-i-mir-tom-1.txt
554   своею                      24   voyna-i-mir-tom-1.txt
555   сидели                     24   voyna-i-mir-tom-1.txt
556   сражение                   24   voyna-i-mir-tom-1.txt
557   столь                      24   voyna-i-mir-tom-1.txt
558   тоном                      24   voyna-i-mir-tom-1.txt
559   времени                    23   voyna-i-mir-tom-1.txt
560   всётаки                    23   voyna-i-mir-tom-1.txt
561   вышла                      23   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
562   дочь                       23   voyna-i-mir-tom-1.txt
563   жизнь                      23   voyna-i-mir-tom-1.txt
564   зная                       23   voyna-i-mir-tom-1.txt
565   именно                     23   voyna-i-mir-tom-1.txt
566   которому                   23   voyna-i-mir-tom-1.txt
567   легко                      23   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
568   маленькой                  23   voyna-i-mir-tom-1.txt
569   напротив                   23   voyna-i-mir-tom-1.txt
570   плечами                    23   voyna-i-mir-tom-1.txt
571   пока                       23   voyna-i-mir-tom-1.txt
572   полкового                  23   voyna-i-mir-tom-1.txt
573   поспешно                   23   voyna-i-mir-tom-1.txt
574   почувствовал               23   voyna-i-mir-tom-1.txt
575   правда                     23   voyna-i-mir-tom-1.txt
576   скоро                      23   voyna-i-mir-tom-1.txt
577   слегка                     23   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
578   стало                      23   voyna-i-mir-tom-1.txt
579   стол                       23   voyna-i-mir-tom-1.txt
580   тушина                     23   voyna-i-mir-tom-1.txt
581   увидал                     23   voyna-i-mir-tom-1.txt
582   pere                       22   voyna-i-mir-tom-1.txt
583   son                        22   voyna-i-mir-tom-1.txt
584   адъютанта                  22   voyna-i-mir-tom-1.txt
585   взгляд                     22   voyna-i-mir-tom-1.txt
586   встал                      22   voyna-i-mir-tom-1.txt
587   деньги                     22   voyna-i-mir-tom-1.txt
588   дня                        22   voyna-i-mir-tom-1.txt
589   должна                     22   voyna-i-mir-tom-1.txt
590   ехал                       22   voyna-i-mir-tom-1.txt
591   изпод                      22   voyna-i-mir-tom-1.txt
592   иногда                     22   voyna-i-mir-tom-1.txt
593   люблю                      22   voyna-i-mir-tom-1.txt
594   мгновение                  22   voyna-i-mir-tom-1.txt
595   месте                      22   voyna-i-mir-tom-1.txt
596   моста                      22   voyna-i-mir-tom-1.txt
597   начал                      22   voyna-i-mir-tom-1.txt
598   никого                     22   voyna-i-mir-tom-1.txt
599   ногу                       22   voyna-i-mir-tom-1.txt
600   ожидая                     22   voyna-i-mir-tom-1.txt
601   повторил                   22   voyna-i-mir-tom-1.txt
602   положении                  22   voyna-i-mir-tom-1.txt
603   постоянно                  22   voyna-i-mir-tom-1.txt
604   разве                      22   voyna-i-mir-tom-1.txt
605   сердце                     22   voyna-i-mir-tom-1.txt, Пушкин_Пророк.txt
606   спокойно                   22   voyna-i-mir-tom-1.txt
607   утра                       22   voyna-i-mir-tom-1.txt
608   ah                         21   voyna-i-mir-tom-1.txt
609   on                         21   voyna-i-mir-tom-1.txt
610   вероятно                   21   voyna-i-mir-tom-1.txt
611   вечер                      21   voyna-i-mir-tom-1.txt
612   взглядом                   21   voyna-i-mir-tom-1.txt
613   вопросительно              21   voyna-i-mir-tom-1.txt
614   говоря                     21   voyna-i-mir-tom-1.txt
615   гостей                     21   voyna-i-mir-tom-1.txt
616   гостиную                   21   voyna-i-mir-tom-1.txt
617   движение                   21   voyna-i-mir-tom-1.txt
618   дочери                     21   voyna-i-mir-tom-1.txt
619   другое                     21   voyna-i-mir-tom-1.txt
620   знаешь                     21   voyna-i-mir-tom-1.txt
621   кошелек                    21   voyna-i-mir-tom-1.txt
622   лет                        21   voyna-i-mir-tom-1.txt
623   людьми                     21   voyna-i-mir-tom-1.txt
624   мать                       21   voyna-i-mir-tom-1.txt
625   неприятель                 21   voyna-i-mir-tom-1.txt
626   оглядываясь                21   voyna-i-mir-tom-1.txt
627   павловны                   21   voyna-i-mir-tom-1.txt
628   пожалуйста                 21   voyna-i-mir-tom-1.txt
629   полку                      21   voyna-i-mir-tom-1.txt
630   послышался                 21   voyna-i-mir-tom-1.txt
631   россии                     21   voyna-i-mir-tom-1.txt
632   сидела                     21   voyna-i-mir-tom-1.txt
